item1,item2,similarity,grupo,categoria,tipo_producto,titulo,pais_revista,revista,ISSN,ano,vol,fasc,pags,DOI,autores
923,920,0.9999999999999998,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,Impact of sport on social cognition: an analysis based on structural equational models,Rumania,JOURNAL OF PHYSICAL EDUCATION AND SPORT ,2247-8051,2020,20,1 ,31 - 36,10.7752/jpes.2020.01004,"VICTOR DANIEL GIL VERA, CATALINA QUINTERO LOPEZ, CAROLINA VASQUEZ LOPEZ"
924,921,1.0000000000000002,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,A Comparative Analysis of the Anxiety in Offenders of the Law Based on Structural Equational Models,Canadá,Modern Applied Science ,1913-1844,2020,14,2 ,65 - 70,10.5539/mas.v14n2p65,"CATALINA QUINTERO LOPEZ, VICTOR DANIEL GIL VERA"
927,928,1.0000000000000002,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,Swiping right: face perception in the age of Tinder,Estados Unidos,Heliyon ,2405-8440,2019,5,12 ,1 - 8,10.1016/j.heliyon.2019.e02949,OLBER EDUARDO ARANGO TOBON
928,927,1.0000000000000002,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,Swiping right: face perception in the age of Tinder,,Heliyon ,2405-8440,2019,5, , - ,10.1016/j.heliyon.2019.e02949,JULIO ANTONIO OLIVERA LA ROSA
929,931,1.0000000000000002,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,Development of an Emotional Salary Model: a Case of Application,India,Indian Journal of Science and Technology ,0974-6846,2019,12,42 ,1 - 18,10.17485/ijst/2019/v12i42/146964,"JUAN DIEGO BETANCUR ARIAS, LUIS FERNANDO QUINTERO ARANGO, ISABEL C PUERTA"
931,929,1.0000000000000002,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,Development of an Emotional Salary Model: a Case of Application,India,Indian Journal of Science and Technology ,0974-5645,2019,12,42 ,1 - 18,10.17485/ijst/2019/v12i42/146964,"VICTOR DANIEL GIL VERA, CATALINA QUINTERO LOPEZ, ISABEL CRISTINA PUERTA LOPERA, JAVIER SEBASTIAN RUIZ SANTACRUZ, JUAN DIEGO BETANCUR ARIAS"
937,969,0.8951435925492911,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,"REHABILITACIÓN DE LAS FUNCIONES EJECUTIVAS Y LA COGNICIÓN SOCIAL, EN SUJETOS CON TRASTORNO DE PERSONALIDAD ANTISOCIAL, VINCULADAS AL CONFLICTO ARMADO EN COLOMBIA",Argentina,Revista Argentina de Clinica Psicologica ,0327-6716,2019,28,N/A ,92 - 104,10.24205/03276716,"CLAUDIA MARCELA ARANA MEDINA, ALEXANDER ALVIS RIZZO, ELIZABETH HOYOS ZULUAGA, JUAN CARLOS RESTREPO BOTERO, LUCILA CARDENAS NINO"
937,966,0.8235321051453478,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,"REHABILITACIÓN DE LAS FUNCIONES EJECUTIVAS Y LA COGNICIÓN SOCIAL, EN SUJETOS CON TRASTORNO DE PERSONALIDAD ANTISOCIAL, VINCULADAS AL CONFLICTO ARMADO EN COLOMBIA",Argentina,Revista Argentina de Clinica Psicologica ,0327-6716,2019,28,N/A ,92 - 104,10.24205/03276716,"CLAUDIA MARCELA ARANA MEDINA, ALEXANDER ALVIS RIZZO, ELIZABETH HOYOS ZULUAGA, JUAN CARLOS RESTREPO BOTERO, LUCILA CARDENAS NINO"
937,977,0.7044484756064426,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,"REHABILITACIÓN DE LAS FUNCIONES EJECUTIVAS Y LA COGNICIÓN SOCIAL, EN SUJETOS CON TRASTORNO DE PERSONALIDAD ANTISOCIAL, VINCULADAS AL CONFLICTO ARMADO EN COLOMBIA",Argentina,Revista Argentina de Clinica Psicologica ,0327-6716,2019,28,N/A ,92 - 104,10.24205/03276716,"CLAUDIA MARCELA ARANA MEDINA, ALEXANDER ALVIS RIZZO, ELIZABETH HOYOS ZULUAGA, JUAN CARLOS RESTREPO BOTERO, LUCILA CARDENAS NINO"
949,955,0.7001400420140048,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,Estandarización de pruebas neuropsicológicas para la evaluación de la atención en estudiantes universitarios,Colombia,Revista Ces Psicología ,2011-3080,2018,12,1 ,17 - 31,10.21615/CESP.12.1.2,DANIEL ALFREDO LANDINEZ MARTINEZ
951,953,1,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Corto (Resumen),A Text Mining Approach of the Femicide in Colombia and Mexico: A Comparative Analysis,Pakistán,Middle East Journal of Scientific Research ,1990-9233,2018,26,3 ,291 - 297,10.5829/idosi.mejsr.2018.291.297,"VICTOR DANIEL GIL VERA, JUAN DIEGO BETANCUR ARIAS"
953,951,1,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,A Text Mining Approach of the Femicide in Colombia and Mexico: A Comparative Analysis,Pakistán,Middle East Journal of Scientific Research ,1990-9233,2018,26,3 ,291 - 297,,JUAN DIEGO BETANCUR ARIAS
955,949,0.7001400420140048,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,Datos Normativos y estandarizacion De un Protocolo De Pruebas Neuropsicologicas Para la evaluacion De la memoria en estudiantes universitarios,Colombia,Psychologia: Avances de la Disciplina ,1900-2386,2018,12,2 ,23 - 35,10.21500/19002386.3260,"DANIEL ALFREDO LANDINEZ MARTINEZ, DIANA MARCELA MONTOYA LONDONO, CARMEN DUSSAN LUBERT, ISABEL CRISTINA PUERTA LOPERA"
966,937,0.8235321051453478,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,Propuesta de rehabilitación de funciones ejecutivas y cognición social en personas con trastorno de personalidad antisocial desvinculadas del conflicto armado en colombia,España,Revista de Neurologia ,1576-6578,2016,62, ,78 - 78,,CLAUDIA MARCELA ARANA MEDINA
966,977,0.7983723279170812,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,Propuesta de rehabilitación de funciones ejecutivas y cognición social en personas con trastorno de personalidad antisocial desvinculadas del conflicto armado en colombia,España,Revista de Neurologia ,1576-6578,2016,62, ,78 - 78,,CLAUDIA MARCELA ARANA MEDINA
966,969,0.8666666666666665,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,Propuesta de rehabilitación de funciones ejecutivas y cognición social en personas con trastorno de personalidad antisocial desvinculadas del conflicto armado en colombia,España,Revista de Neurologia ,1576-6578,2016,62, ,78 - 78,,CLAUDIA MARCELA ARANA MEDINA
969,937,0.8951435925492911,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,Rehabilitación de las funciones ejecutivas y de la cognición social en personas con trastorno de personalidad pertenecientes al conflicto armado en Colombia,Colombia,Revista de Neurologia ,1576-6578,2016,62, ,77 - 77,,CLAUDIA MARCELA ARANA MEDINA
969,977,0.7698590304914712,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,Rehabilitación de las funciones ejecutivas y de la cognición social en personas con trastorno de personalidad pertenecientes al conflicto armado en Colombia,Colombia,Revista de Neurologia ,1576-6578,2016,62, ,77 - 77,,CLAUDIA MARCELA ARANA MEDINA
969,966,0.8666666666666665,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,Rehabilitación de las funciones ejecutivas y de la cognición social en personas con trastorno de personalidad pertenecientes al conflicto armado en Colombia,Colombia,Revista de Neurologia ,1576-6578,2016,62, ,77 - 77,,CLAUDIA MARCELA ARANA MEDINA
975,976,1.0000000000000002,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,"Formación académica, valores, empatía y comportamientos socialmente responsables en estudiantes universitarios",México,Revista de la Educacion Superior ,0185-2760,2014,93,169 ,89 - 105,,"OLBER EDUARDO ARANGO TOBON, SANDRA JULIET CLAVIJO ZAPATA, ISABEL CRISTINA PUERTA LOPERA, JOSE WILMAR SANCHEZ DUQUE"
976,975,1.0000000000000002,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,"Formación Académica, Valores, Empatía y Comportamientos Socialmente Responsables en estudiantes Universitarios",México,Revista de la Educacion Superior ,0185-2760,2014,XLIII,1 ,91 - 107,,OLBER EDUARDO ARANGO TOBON
977,937,0.7044484756064426,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,"Propuesta de rehabilitación neuropsicológica de la atención, las funciones ejecutivas y empatía en personas con diagnóstico de trastorno antisocial de la personalidad, desvinculadas del conflicto armado colombiano",Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2014,42,N/A ,138 - 153,,CLAUDIA MARCELA ARANA MEDINA
977,966,0.7983723279170812,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,"Propuesta de rehabilitación neuropsicológica de la atención, las funciones ejecutivas y empatía en personas con diagnóstico de trastorno antisocial de la personalidad, desvinculadas del conflicto armado colombiano",Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2014,42,N/A ,138 - 153,,CLAUDIA MARCELA ARANA MEDINA
977,969,0.7698590304914712,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,"Propuesta de rehabilitación neuropsicológica de la atención, las funciones ejecutivas y empatía en personas con diagnóstico de trastorno antisocial de la personalidad, desvinculadas del conflicto armado colombiano",Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2014,42,N/A ,138 - 153,,CLAUDIA MARCELA ARANA MEDINA
978,985,0.740740740740741,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,Riesgos psicosociales y actitudes sobre prácticas sexuales bajo el efecto de alcohol o drogas en adolescentes de la ciudad de Medellín,Colombia,Universitas Psychologica ,1657-9267,2013,12,3 ,887 - 898,,"OLBER EDUARDO ARANGO TOBON, SANTIAGO ALBERTO MORALES MESA, ALEXANDER RODRIGUEZ BUSTAMANTE, GUILLERMO ALONSO CASTANO PEREZ"
979,980,0.916666666666667,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,Predictores psicolinguísticos de la adquisición y aprendizaje del inglés como segunda lengua,Colombia,Avances en PsicologÃ­a Latinoamericana ,2145-4515,2013,31,3 ,550 - 559,,"OLBER EDUARDO ARANGO TOBON, ISABEL CRISTINA PUERTA LOPERA"
980,979,0.916666666666667,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,Predictores psicolingüísticos de la adquisición y aprendizaje del inglés como segunda lengua,Colombia,Avances en PsicologÃ­a Latinoamericana ,2145-4515,2013,31,3 ,546 - 555,,"OLBER EDUARDO ARANGO TOBON, ISABEL CRISTINA PUERTA LOPERA, PAULA ANDREA MONTOYA ZULUAGA, JOSE WILMAR SANCHEZ DUQUE"
985,978,0.740740740740741,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,Consumo de drogas y prácticas sexuales de los adolescentes de la ciudad de Medellín (Colombia),Colombia,Adicciones ,0214-4840,2012,24,4 ,347 - 354,,"OLBER EDUARDO ARANGO TOBON, SANTIAGO ALBERTO MORALES MESA, ALEXANDER RODRIGUEZ BUSTAMANTE, GUILLERMO ALONSO CASTANO PEREZ"
987,993,0.9114654303752997,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Corto (Resumen),Características de la teoria de la mente en el trastorno disocial de la conducta.,Chile,Neuropsicología Latinoamericana ,2075-9479,2011,3,3 ,16 - 16,,MONICA GOMEZ BOTERO
993,987,0.9114654303752997,NEUROCIENCIAS BASICAS Y APLICADAS,Artículos publicados,Publicado en revista especializada,Características de la teoría en el trastorno disocial de la conducta,Colombia,Psicología desde el Caribe ,0123-417X,2010,1,N/A ,103 - 118,,"OLBER EDUARDO ARANGO TOBON, MONICA GOMEZ BOTERO, ERNESTO BARCELO MARTINEZ"
1002,1012,0.7063224140220166,ECOSOL,Artículos publicados,Publicado en revista especializada,"El cooperativismo caficultor en Colombia: el caso de la Cooperativa de Caficultores de Andes en el Departamento de Antioquia, 1927-2015",México,América Latina En La Historia Económica. Revista De Investigación ,2007-3496,2020,27,1 ,1 - 26,10.18232/alhe,"OLGA LUCIA ARBOLEDA ALVAREZ, HERNANDO ZABALA SALAZAR, EDUARDO NICOLAS CUETO FUENTES"
1004,1008,0.9999999999999999,ECOSOL,Artículos publicados,Publicado en revista especializada,Branding Corporativo: una revisión bibliográfica,Colombia,Economicas Cuc ,0120-3932,2020,41,1 ,143 - 162,10.17981/econcuc.41.1.2020.Org.1,"PEDRO LUIS DUQUE HURTADO, SEBASTIAN ROBLEDO GIRALDO"
1008,1004,0.9999999999999999,ECOSOL,Artículos publicados,Publicado en revista especializada,Branding Corporativo: una revisión bibliográfica,Colombia,Economicas Cuc ,0120-3932,2019,41,1 ,1 - 17,10.17981/econcuc.41.1.2020.Org.1,"PEDRO LUIS DUQUE HURTADO, SEBASTIAN ROBLEDO GIRALDO"
1010,1018,0.7106690545187017,ECOSOL,Artículos publicados,Publicado en revista especializada,Importancia de la formación en procesos de aplicación de política pública para emprendimientos solidarios: caso Medellín,Colombia,Cooperativismo & Desarrollo ,2382-4220,2019,27,115 ,1 - 15,10.16925/2382-4220.2019.02.08,"OLGA LUCIA ARBOLEDA ALVAREZ, MARTHA DEL SOCORRO ALZATE CARDENAS"
1012,1002,0.7063224140220166,ECOSOL,Artículos publicados,Publicado en revista especializada,El efecto de la obtención del título de pregrado en el ingreso económico: el caso de los graduados de la Universidad Católica Luís Amigó,Colombia,SCIENCE OF HUMAN ACTION ,2500-669X,2019,4,1 ,25 - 50,10.21501/2500-669,"LUZ MERY ORTIZ SANCHEZ, LUIS FERNANDO QUIROS ARANGO, JUAN FERNANDO HENAO DUQUE, JUAN CARLOS VELASQUEZ TORRES"
1018,1010,0.7106690545187017,ECOSOL,Artículos publicados,Publicado en revista especializada,Retos de la Alcaldía de Medellín para la aplicación de la Política Pública de Economía Social y Solidaria,Colombia,Revista Finanzas y Politica Economica ,2248-6046,2016,8,2 ,401 - 430,http://dx.doi.org/10.14718/revfinanzpolitecon.2016.8.2.9,"MARTHA DEL SOCORRO ALZATE CARDENAS, OLGA LUCIA ARBOLEDA ALVAREZ, OSWALDO ANTONIO SALGADO CANAVERAL"
1018,1021,0.7377253439645218,ECOSOL,Artículos publicados,Publicado en revista especializada,Retos de la Alcaldía de Medellín para la aplicación de la Política Pública de Economía Social y Solidaria,Colombia,Revista Finanzas y Politica Economica ,2248-6046,2016,8,2 ,401 - 430,http://dx.doi.org/10.14718/revfinanzpolitecon.2016.8.2.9,"MARTHA DEL SOCORRO ALZATE CARDENAS, OLGA LUCIA ARBOLEDA ALVAREZ, OSWALDO ANTONIO SALGADO CANAVERAL"
1021,1018,0.7377253439645218,ECOSOL,Artículos publicados,Publicado en revista especializada,CARACTERIZACIÓN DE UNIDADES PRODUCTIVAS ASOCIATIVAS DEL PROGRAMA DE ECONOMÍA SOLIDARIA DE LA ALCALDÍA DE MEDELLÍN,Colombia,Semestre Económico ,0120-6346,2014,17,1 ,101 - 132,,"MARTHA DEL SOCORRO ALZATE CARDENAS, JORGE ANDRES BETANCUR CASTANO, GLORIA LUCILA AGUDELO RESTREPO, OVIDIO HERRERA RIVERA"
1056,1058,0.9999999999999998,GORAS,Artículos publicados,Publicado en revista especializada,"Incidencia del estilo de liderazgo en la violencia laboral en pymes de la Comuna Once de Medellín, Colombia",Venezuela,Revista Venezolana de Gerencia ,1315-9984,2020,25,91 ,1205 - 1220,10.37960/rvg.v25i91,"JOSE ANTONIO LOPEZ GIRALDO, JAIME ALBERTO BELTRAN RIOS"
1056,1085,0.7086833868923008,GORAS,Artículos publicados,Publicado en revista especializada,"Incidencia del estilo de liderazgo en la violencia laboral en pymes de la Comuna Once de Medellín, Colombia",Venezuela,Revista Venezolana de Gerencia ,1315-9984,2020,25,91 ,1205 - 1220,10.37960/rvg.v25i91,"JOSE ANTONIO LOPEZ GIRALDO, JAIME ALBERTO BELTRAN RIOS"
1056,1083,0.7086833868923008,GORAS,Artículos publicados,Publicado en revista especializada,"Incidencia del estilo de liderazgo en la violencia laboral en pymes de la Comuna Once de Medellín, Colombia",Venezuela,Revista Venezolana de Gerencia ,1315-9984,2020,25,91 ,1205 - 1220,10.37960/rvg.v25i91,"JOSE ANTONIO LOPEZ GIRALDO, JAIME ALBERTO BELTRAN RIOS"
1058,1056,0.9999999999999998,GORAS,Artículos publicados,Publicado en revista especializada,"Incidencia del estilo de liderazgo en la violencia laboral en pymes de la Comuna Once de Medellín, Colombia",Venezuela,Revista Venezolana de Gerencia ,1315-9984,2020,25,91 ,1205 - 1220,10.37960/rvg.v25i91,JOSE ANTONIO LOPEZ GIRALDO
1058,1083,0.7086833868923008,GORAS,Artículos publicados,Publicado en revista especializada,"Incidencia del estilo de liderazgo en la violencia laboral en pymes de la Comuna Once de Medellín, Colombia",Venezuela,Revista Venezolana de Gerencia ,1315-9984,2020,25,91 ,1205 - 1220,10.37960/rvg.v25i91,JOSE ANTONIO LOPEZ GIRALDO
1058,1085,0.7086833868923008,GORAS,Artículos publicados,Publicado en revista especializada,"Incidencia del estilo de liderazgo en la violencia laboral en pymes de la Comuna Once de Medellín, Colombia",Venezuela,Revista Venezolana de Gerencia ,1315-9984,2020,25,91 ,1205 - 1220,10.37960/rvg.v25i91,JOSE ANTONIO LOPEZ GIRALDO
1063,1090,0.700140042014005,GORAS,Artículos publicados,Publicado en revista especializada,Diagnóstico de la Cultura del Servicio en el Programa de Administración de Empresas de la Universidad Católica Luis Amigó (Colombia),Venezuela,Espacios ,0798-1015,2020,41,09 ,19 - 32,,"JAIME ALBERTO BELTRAN RIOS, JOSE ANTONIO LOPEZ GIRALDO, VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO"
1063,1086,0.700140042014005,GORAS,Artículos publicados,Publicado en revista especializada,Diagnóstico de la Cultura del Servicio en el Programa de Administración de Empresas de la Universidad Católica Luis Amigó (Colombia),Venezuela,Espacios ,0798-1015,2020,41,09 ,19 - 32,,"JAIME ALBERTO BELTRAN RIOS, JOSE ANTONIO LOPEZ GIRALDO, VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO"
1063,1128,0.7234780434144716,GORAS,Artículos publicados,Publicado en revista especializada,Diagnóstico de la Cultura del Servicio en el Programa de Administración de Empresas de la Universidad Católica Luis Amigó (Colombia),Venezuela,Espacios ,0798-1015,2020,41,09 ,19 - 32,,"JAIME ALBERTO BELTRAN RIOS, JOSE ANTONIO LOPEZ GIRALDO, VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO"
1063,1108,0.7129906135239522,GORAS,Artículos publicados,Publicado en revista especializada,Diagnóstico de la Cultura del Servicio en el Programa de Administración de Empresas de la Universidad Católica Luis Amigó (Colombia),Venezuela,Espacios ,0798-1015,2020,41,09 ,19 - 32,,"JAIME ALBERTO BELTRAN RIOS, JOSE ANTONIO LOPEZ GIRALDO, VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO"
1063,1074,0.7074316637128488,GORAS,Artículos publicados,Publicado en revista especializada,Diagnóstico de la Cultura del Servicio en el Programa de Administración de Empresas de la Universidad Católica Luis Amigó (Colombia),Venezuela,Espacios ,0798-1015,2020,41,09 ,19 - 32,,"JAIME ALBERTO BELTRAN RIOS, JOSE ANTONIO LOPEZ GIRALDO, VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO"
1069,1071,1.0000000000000004,GORAS,Artículos publicados,Publicado en revista especializada,El manejo de los recursos económicos y la inteligencia financiera en los estudiantes de educación superior,Venezuela,Espacios ,0798-1015,2019,40,33 ,1 - 12,,JORGE IVAN JIMENEZ SANCHEZ
1071,1069,1.0000000000000004,GORAS,Artículos publicados,Publicado en revista especializada,El manejo de los recursos económicos y la inteligencia financiera en los estudiantes de educación superior,Venezuela,Espacios ,0798-1015,2019,40,N/A ,1 - 12,,"LUIS FERNANDO QUINTERO ARANGO, LAURA ESTEFANY BUSTAMANTE PENAGOS, JORGE IVAN JIMENEZ SUAREZ, CAMILO ANDRES ECHEVERRI GUTIERREZ, DANY ESTEBAN GALLEGO QUICENO"
1074,1063,0.7074316637128488,GORAS,Artículos publicados,Publicado en revista especializada,Incidencia de la aplicación de las Normas Internacionales de Información Financiera-NIIF para PYMES en la valoración de la prestación del servicio de parto. Un estudio de caso,Venezuela,Espacios ,0798-1015,2019,40,N/A ,28 - 48,,"CLAUDIA MILENA PEREZ PERALTA, YAMARU DEL VALLE CHIRINOS ARAQUE"
1074,1108,0.7328774624724108,GORAS,Artículos publicados,Publicado en revista especializada,Incidencia de la aplicación de las Normas Internacionales de Información Financiera-NIIF para PYMES en la valoración de la prestación del servicio de parto. Un estudio de caso,Venezuela,Espacios ,0798-1015,2019,40,N/A ,28 - 48,,"CLAUDIA MILENA PEREZ PERALTA, YAMARU DEL VALLE CHIRINOS ARAQUE"
1077,1078,1.0000000000000002,GORAS,Artículos publicados,Publicado en revista especializada,La importancia de los recursos financieros personales y su relación con la inteligencia financiera: revisión documental,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2018,55,n/a ,173 - 191,10.1145/10,"LUIS FERNANDO QUINTERO ARANGO, DANY ESTEBAN GALLEGO QUICENO, JORGE IVAN JIMENEZ SUAREZ, CAMILO ANDRES ECHEVERRI GUTIERREZ, LAURA ESTEFANY BUSTAMANTE PENAGOS"
1078,1077,1.0000000000000002,GORAS,Artículos publicados,Publicado en revista especializada,La importancia de los recursos financieros personales y su relación con la inteligencia financiera: revisión documental,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2018,55,1 ,172 - 191,,JORGE IVAN JIMENEZ SANCHEZ
1083,1056,0.7086833868923008,GORAS,Artículos publicados,Publicado en revista especializada,Relación entre liderazgo e innovación en las Pymes de la comuna once de Medellín,Colombia,Clio América ,1909-941X,2018,12,N/A ,1 - 8,10.21676/23897848.2616,"JAIME ALBERTO BELTRAN RIOS, JOSE ANTONIO LOPEZ GIRALDO, OLGA INES VELEZ BERNAL"
1083,1058,0.7086833868923008,GORAS,Artículos publicados,Publicado en revista especializada,Relación entre liderazgo e innovación en las Pymes de la comuna once de Medellín,Colombia,Clio América ,1909-941X,2018,12,N/A ,1 - 8,10.21676/23897848.2616,"JAIME ALBERTO BELTRAN RIOS, JOSE ANTONIO LOPEZ GIRALDO, OLGA INES VELEZ BERNAL"
1083,1085,1,GORAS,Artículos publicados,Publicado en revista especializada,Relación entre liderazgo e innovación en las Pymes de la comuna once de Medellín,Colombia,Clio América ,1909-941X,2018,12,N/A ,1 - 8,10.21676/23897848.2616,"JAIME ALBERTO BELTRAN RIOS, JOSE ANTONIO LOPEZ GIRALDO, OLGA INES VELEZ BERNAL"
1085,1056,0.7086833868923008,GORAS,Artículos publicados,Publicado en revista especializada,Relación entre liderazgo e innovación en las Pymes de la comuna once de Medellín,Colombia,Clio América ,1909-941X,2018,12,N/A ,52 - 61,10.21676/23897848.2616,"JAIME ALBERTO BELTRAN RIOS, JOSE ANTONIO LOPEZ GIRALDO, OLGA INES VELEZ BERNAL"
1085,1083,1,GORAS,Artículos publicados,Publicado en revista especializada,Relación entre liderazgo e innovación en las Pymes de la comuna once de Medellín,Colombia,Clio América ,1909-941X,2018,12,N/A ,52 - 61,10.21676/23897848.2616,"JAIME ALBERTO BELTRAN RIOS, JOSE ANTONIO LOPEZ GIRALDO, OLGA INES VELEZ BERNAL"
1085,1058,0.7086833868923008,GORAS,Artículos publicados,Publicado en revista especializada,Relación entre liderazgo e innovación en las Pymes de la comuna once de Medellín,Colombia,Clio América ,1909-941X,2018,12,N/A ,52 - 61,10.21676/23897848.2616,"JAIME ALBERTO BELTRAN RIOS, JOSE ANTONIO LOPEZ GIRALDO, OLGA INES VELEZ BERNAL"
1086,1090,0.9999999999999998,GORAS,Artículos publicados,Publicado en revista especializada,Medios digitales emergentes en la implementación de didácticas específicas en el programa de administración de empresas,Colombia,Prisma Social ,1989-3469,2018,21,N/A ,438 - 457,,"SANDRA MILENA MALAVERA PINEDA, UBEIMAR AURELIO OSORIO ATEHORTUA"
1086,1063,0.700140042014005,GORAS,Artículos publicados,Publicado en revista especializada,Medios digitales emergentes en la implementación de didácticas específicas en el programa de administración de empresas,Colombia,Prisma Social ,1989-3469,2018,21,N/A ,438 - 457,,"SANDRA MILENA MALAVERA PINEDA, UBEIMAR AURELIO OSORIO ATEHORTUA"
1087,1088,1.0000000000000002,GORAS,Artículos publicados,Publicado en revista especializada,El clima organizacional en el emprendimiento sostenible,Venezuela,Revista Escuela De Administración De Negocios ,0120-8160,2018,84,N/A ,31 - 51,,YAMARU DEL VALLE CHIRINOS ARAQUE
1088,1087,1.0000000000000002,GORAS,Artículos publicados,Publicado en revista especializada,El clima organizacional en el emprendimiento sostenible,Colombia,Revista Escuela De Administración De Negocios ,0120-8160,2018,84,N/A ,31 - 51,10.21158/01208160,VICTOR HUGO MERINO CORDOBA
1090,1063,0.700140042014005,GORAS,Artículos publicados,Publicado en revista especializada,MEDIOS DIGITALES EMERGENTES EN LA IMPLEMENTACIÓN DE DIDÁCTICAS ESPECÍFICAS EN EL PROGRAMA DE ADMINISTRACIÓN DE EMPRESAS,España,Prisma Social ,1989-3469,2018,21,N/A ,438 - 457,,"UBEIMAR AURELIO OSORIO ATEHORTUA, SANDRA MILENA MALAVERA PINEDA"
1090,1086,0.9999999999999998,GORAS,Artículos publicados,Publicado en revista especializada,MEDIOS DIGITALES EMERGENTES EN LA IMPLEMENTACIÓN DE DIDÁCTICAS ESPECÍFICAS EN EL PROGRAMA DE ADMINISTRACIÓN DE EMPRESAS,España,Prisma Social ,1989-3469,2018,21,N/A ,438 - 457,,"UBEIMAR AURELIO OSORIO ATEHORTUA, SANDRA MILENA MALAVERA PINEDA"
1094,1095,1.0000000000000002,GORAS,Artículos publicados,Publicado en revista especializada,Emprendimiento sostenible para el desarrollo económico de las PYMES.,Venezuela,Espacios ,0798-1015,2018,39,N/A ,03 - 14,,"YAMARU DEL VALLE CHIRINOS ARAQUE, VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO, CLAUDIA MILENA PEREZ PERALTA"
1095,1094,1.0000000000000002,GORAS,Artículos publicados,Publicado en revista especializada,Emprendimiento sostenible para el desarrollo económico de las PYMES.,Venezuela,Espacios ,0798-1015,2018,39,N/A ,03 - 11,,"YAMARU DEL VALLE CHIRINOS ARAQUE, CARMEN YSABEL MARTINEZ DE MERINO, CLAUDIA MILENA PEREZ PERALTA, VICTOR HUGO MERINO CORDOBA"
1108,1128,0.7398300378117157,GORAS,Artículos publicados,Publicado en revista especializada,"El sector retail, los puntos de venta y el comportamiento de compra de los consumidores de la base de la pirámide en la comuna 10 de la ciudad de Medellín",Colombia,Revista Ciencias Estrategicas ,1794-8347,2016,23,33 ,101 - 116,N/A,LUIS FERNANDO QUINTERO ARANGO
1108,1074,0.7328774624724108,GORAS,Artículos publicados,Publicado en revista especializada,"El sector retail, los puntos de venta y el comportamiento de compra de los consumidores de la base de la pirámide en la comuna 10 de la ciudad de Medellín",Colombia,Revista Ciencias Estrategicas ,1794-8347,2016,23,33 ,101 - 116,N/A,LUIS FERNANDO QUINTERO ARANGO
